trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
185,False,"{'a': 0.1, 'e': 0.7506392682519711}",20,0,-109.5055221110778,"{0: 10, 1: 2, 2: 7, 3: 0, 4: 1}",0
186,False,"{'a': 0.1, 'e': 0.8474249055342871}",20,0,-56.21037658312065,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
187,False,"{'a': 0.1, 'e': 0.9289379437552102}",20,0,-58.83764257069844,"{0: 11, 1: 5, 2: 3, 3: 1, 4: 0}",0
188,False,"{'a': 0.1, 'e': 0.9752067061153183}",25,5,-105.10936270795013,"{0: 12, 1: 2, 2: 3, 3: 2, 4: 1}",1
189,False,"{'a': 0.1, 'e': 0.9748917365299525}",20,0,-74.33681413989028,"{0: 8, 1: 7, 2: 5, 3: 0, 4: 0}",0
190,False,"{'a': 0.1, 'e': 0.9280600526671836}",20,0,-60.70343558733832,"{0: 11, 1: 3, 2: 6, 3: 0, 4: 0}",0
191,False,"{'a': 0.1, 'e': 0.8461664144671047}",20,0,-102.09448075984203,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
192,False,"{'a': 0.1, 'e': 0.749246763067061}",20,0,-57.88756460260774,"{0: 13, 1: 0, 2: 7, 3: 0, 4: 0}",0
193,False,"{'a': 0.1, 'e': 0.6610114727338768}",25,0,-57.85421070190469,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
194,False,"{'a': 0.1, 'e': 0.6030400651227114}",20,0,-103.79653220023712,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
195,False,"{'a': 0.1, 'e': 0.5894987612542459}",20,0,-120.1847187813886,"{0: 11, 1: 3, 2: 2, 3: 3, 4: 1}",0
196,False,"{'a': 0.1, 'e': 0.6236739608632507}",30,6,-173.36556443557393,"{0: 16, 1: 0, 2: 2, 3: 3, 4: 3}",1
197,False,"{'a': 0.1, 'e': 0.6971699178229027}",25,0,-132.48749102984587,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 2}",0
198,False,"{'a': 0.1, 'e': 0.791966485392271}",25,0,-130.32067332938877,"{0: 16, 1: 1, 2: 4, 3: 3, 4: 1}",0
199,False,"{'a': 0.1, 'e': 0.8848325912659288}",30,0,-252.93947736182588,"{0: 16, 1: 1, 2: 7, 3: 2, 4: 4}",0
200,False,"{'a': 0.1, 'e': 0.9530144989683861}",25,0,-142.78989517720575,"{0: 14, 1: 3, 2: 6, 3: 0, 4: 2}",0
201,False,"{'a': 0.1, 'e': 0.9798060521518503}",30,0,-88.95468554886585,"{0: 20, 1: 5, 2: 3, 3: 1, 4: 1}",0
202,False,"{'a': 0.1, 'e': 0.9586372742836878}",30,0,-150.2229863068389,"{0: 14, 1: 5, 2: 10, 3: 0, 4: 1}",0
203,False,"{'a': 0.1, 'e': 0.8946806959110748}",20,0,-106.65841539010478,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
204,False,"{'a': 0.1, 'e': 0.8035826710682421}",25,0,-162.54783445406483,"{0: 17, 1: 0, 2: 4, 3: 1, 4: 3}",0
205,False,"{'a': 0.1, 'e': 0.7076308560327943}",25,0,-104.6617458453706,"{0: 18, 1: 3, 2: 1, 3: 1, 4: 2}",0
206,False,"{'a': 0.1, 'e': 0.6302966132889117}",30,0,-68.37455525123515,"{0: 22, 1: 3, 2: 2, 3: 3, 4: 0}",0
207,False,"{'a': 0.1, 'e': 0.5904887465307403}",20,0,-91.13010571534107,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
208,False,"{'a': 0.1, 'e': 0.5979253687744825}",20,0,-112.27840180269814,"{0: 11, 1: 1, 2: 6, 3: 1, 4: 1}",0
209,False,"{'a': 0.1, 'e': 0.6507566882413327}",20,0,-138.4884515647934,"{0: 11, 1: 0, 2: 5, 3: 3, 4: 1}",0
210,False,"{'a': 0.1, 'e': 0.7360202181595518}",25,5,-16.6919968744777,"{0: 17, 1: 1, 2: 0, 3: 2, 4: 0}",1
211,False,"{'a': 0.1, 'e': 0.8328163921486865}",30,12,-113.92715489866872,"{0: 9, 1: 2, 2: 4, 3: 2, 4: 1}",1
212,False,"{'a': 0.1, 'e': 0.9174266072055512}",20,0,-97.89987019897774,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
213,False,"{'a': 0.1, 'e': 0.9691203494943295}",25,1,-267.69402075005604,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 6}",1
214,False,"{'a': 0.1, 'e': 0.9752296197971078}",30,0,-209.12016407290457,"{0: 16, 1: 4, 2: 5, 3: 2, 4: 3}",0
215,False,"{'a': 0.1, 'e': 0.9342485383095369}",20,0,-179.0118977506772,"{0: 10, 1: 2, 2: 4, 3: 1, 4: 3}",0
216,False,"{'a': 0.1, 'e': 0.856199718091049}",25,0,-100.35087140676409,"{0: 17, 1: 0, 2: 6, 3: 1, 4: 1}",0
217,False,"{'a': 0.1, 'e': 0.7601782738075593}",25,0,-125.25021691544855,"{0: 16, 1: 3, 2: 3, 3: 1, 4: 2}",1
218,False,"{'a': 0.1, 'e': 0.6696752937116008}",30,0,-186.6541993458239,"{0: 21, 1: 2, 2: 2, 3: 1, 4: 4}",0
219,False,"{'a': 0.1, 'e': 0.606826089397373}",30,0,-65.06701704034005,"{0: 22, 1: 4, 2: 3, 3: 0, 4: 1}",0
220,False,"{'a': 0.1, 'e': 0.5869915289156549}",25,9,-33.18852078602175,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 1}",1
221,False,"{'a': 0.1, 'e': 0.6149989288212753}",25,6,-73.74104586980549,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 1}",1
222,False,"{'a': 0.1, 'e': 0.6839624329479285}",20,0,-43.745215459575064,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
223,False,"{'a': 0.1, 'e': 0.7769711335171491}",20,0,-109.62053748114185,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
224,False,"{'a': 0.1, 'e': 0.8712310793009449}",25,0,-101.70313529322908,"{0: 16, 1: 3, 2: 4, 3: 1, 4: 1}",0
225,False,"{'a': 0.1, 'e': 0.9436466641544018}",20,0,-37.338366567648386,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
226,False,"{'a': 0.1, 'e': 0.9764747220477249}",20,0,-176.6531403614672,"{0: 10, 1: 2, 2: 4, 3: 1, 4: 3}",0
227,False,"{'a': 0.1, 'e': 0.9616671349911187}",20,0,-118.09620012321395,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
228,False,"{'a': 0.1, 'e': 0.902839108518572}",30,0,-131.23165922586168,"{0: 20, 1: 3, 2: 4, 3: 1, 4: 2}",0
229,False,"{'a': 0.1, 'e': 0.8143817470849685}",25,0,-129.53843964730297,"{0: 14, 1: 6, 2: 3, 3: 0, 4: 2}",0
230,False,"{'a': 0.1, 'e': 0.717936764060019}",25,0,-45.76226962391394,"{0: 18, 1: 2, 2: 5, 3: 0, 4: 0}",0
231,False,"{'a': 0.1, 'e': 0.6370968921599212}",20,0,-89.37986195325001,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
232,False,"{'a': 0.1, 'e': 0.5916297496387571}",30,4,-56.639553837542785,"{0: 18, 1: 2, 2: 5, 3: 1, 4: 0}",1
233,False,"{'a': 0.1, 'e': 0.5926393147305731}",25,0,-90.44944021226473,"{0: 17, 1: 3, 2: 3, 3: 1, 4: 1}",0
234,False,"{'a': 0.1, 'e': 0.6398493355404635}",20,0,-237.94221410599158,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 6}",0
235,False,"{'a': 0.1, 'e': 0.7216732892246391}",20,0,-95.51962433431989,"{0: 11, 1: 4, 2: 3, 3: 1, 4: 1}",0
236,False,"{'a': 0.1, 'e': 0.8180531932408951}",20,0,-155.09175395421863,"{0: 12, 1: 1, 2: 3, 3: 1, 4: 3}",0
237,False,"{'a': 0.1, 'e': 0.9053717325437334}",30,0,-48.19899853398962,"{0: 23, 1: 4, 2: 2, 3: 0, 4: 1}",0
238,False,"{'a': 0.1, 'e': 0.9622347406610972}",25,18,12.777454604136507,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.1, 'e': 0.9747082476625689}",30,17,-100.34522807884574,"{0: 7, 1: 2, 2: 2, 3: 0, 4: 2}",1
240,False,"{'a': 0.1, 'e': 0.9397281254467847}",25,0,-153.79867048008074,"{0: 12, 1: 5, 2: 6, 3: 0, 4: 2}",0
241,False,"{'a': 0.1, 'e': 0.8658479897026674}",35,1,-189.0724826201138,"{0: 22, 1: 4, 2: 3, 3: 2, 4: 3}",1
242,False,"{'a': 0.1, 'e': 0.7711428100284979}",25,0,-135.54237530863665,"{0: 17, 1: 1, 2: 3, 3: 2, 4: 2}",0
243,False,"{'a': 0.1, 'e': 0.6787820279865151}",30,0,-165.88840443558664,"{0: 19, 1: 1, 2: 6, 3: 2, 4: 2}",0
244,False,"{'a': 0.1, 'e': 0.6113564051939376}",25,11,-76.12116657685463,"{0: 8, 1: 0, 2: 3, 3: 3, 4: 0}",1
245,False,"{'a': 0.1, 'e': 0.5853477006343544}",20,16,3.3064780914590224,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.1, 'e': 0.6070950256825529}",20,0,-72.29037317857596,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
247,False,"{'a': 0.1, 'e': 0.6712450462966979}",25,0,-100.49592199640932,"{0: 16, 1: 1, 2: 6, 3: 1, 4: 1}",0
248,False,"{'a': 0.1, 'e': 0.7620649290552722}",30,0,-165.71467469143442,"{0: 21, 1: 1, 2: 4, 3: 1, 4: 3}",0
249,False,"{'a': 0.1, 'e': 0.8572960219579788}",20,0,-41.54775450715869,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
250,False,"{'a': 0.1, 'e': 0.9336043298681257}",35,0,-118.23955567182044,"{0: 22, 1: 5, 2: 6, 3: 1, 4: 1}",0
251,False,"{'a': 0.1, 'e': 0.9722931268671106}",20,0,-249.5557967474414,"{0: 10, 1: 1, 2: 3, 3: 1, 4: 5}",0
252,False,"{'a': 0.1, 'e': 0.9638791477691352}",20,0,-99.08814732182344,"{0: 14, 1: 1, 2: 1, 3: 3, 4: 1}",0
253,False,"{'a': 0.1, 'e': 0.9104122949487798}",25,0,-168.3529315762783,"{0: 13, 1: 2, 2: 7, 3: 1, 4: 2}",0
254,False,"{'a': 0.1, 'e': 0.8249714361676209}",20,0,-135.1227361935083,"{0: 11, 1: 3, 2: 2, 3: 2, 4: 2}",0
255,False,"{'a': 0.1, 'e': 0.7284603063663243}",20,0,-20.616870053444458,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
256,False,"{'a': 0.1, 'e': 0.6444884622241983}",25,0,-62.051612406653376,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",0
257,False,"{'a': 0.1, 'e': 0.5935908752748146}",30,0,-196.48081348404637,"{0: 19, 1: 0, 2: 6, 3: 2, 4: 3}",0
258,False,"{'a': 0.1, 'e': 0.5882013999669932}",20,1,-55.561462861615375,"{0: 14, 1: 3, 2: 0, 3: 1, 4: 1}",1
259,False,"{'a': 0.1, 'e': 0.6296105065930916}",20,0,-41.9304457981394,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
260,False,"{'a': 0.1, 'e': 0.7076516488274252}",25,0,-36.691614764997716,"{0: 18, 1: 2, 2: 5, 3: 0, 4: 0}",0
261,False,"{'a': 0.1, 'e': 0.8031924861029427}",25,0,-32.23031733481374,"{0: 18, 1: 2, 2: 5, 3: 0, 4: 0}",0
262,False,"{'a': 0.1, 'e': 0.8928205092202052}",20,0,-41.06917952177102,"{0: 17, 1: 0, 2: 0, 3: 3, 4: 0}",0
263,False,"{'a': 0.1, 'e': 0.9545755313107347}",25,0,-156.42964460081595,"{0: 13, 1: 2, 2: 6, 3: 3, 4: 1}",0
264,False,"{'a': 0.1, 'e': 0.9733254589055151}",25,14,-51.28445184179902,"{0: 7, 1: 2, 2: 1, 3: 0, 4: 1}",1
265,False,"{'a': 0.1, 'e': 0.944469374622862}",20,0,-35.04063375434076,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
266,False,"{'a': 0.1, 'e': 0.87506172386814}",25,0,-261.9534679440515,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 5}",0
267,False,"{'a': 0.1, 'e': 0.7820829232504402}",20,0,-122.24518480540476,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
268,False,"{'a': 0.1, 'e': 0.6882803489666717}",20,0,-207.40006123600367,"{0: 8, 1: 5, 2: 3, 3: 0, 4: 4}",0
269,False,"{'a': 0.1, 'e': 0.6165983712680574}",20,0,-55.176858749091835,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
270,False,"{'a': 0.1, 'e': 0.5845613072815254}",20,14,-43.1614765597891,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 1}",1
271,False,"{'a': 0.1, 'e': 0.5999844102814205}",25,0,-163.57917162780802,"{0: 16, 1: 1, 2: 4, 3: 1, 4: 3}",0
272,False,"{'a': 0.1, 'e': 0.6590626145236388}",25,0,-42.38491988403644,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
273,False,"{'a': 0.1, 'e': 0.7473044410324619}",20,10,-5.221527405502934,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
274,False,"{'a': 0.1, 'e': 0.8430818502293355}",30,0,-124.01024361500902,"{0: 20, 1: 0, 2: 8, 3: 1, 4: 1}",0
275,False,"{'a': 0.1, 'e': 0.9229264648512866}",25,0,-92.47697998704015,"{0: 15, 1: 3, 2: 5, 3: 2, 4: 0}",0
276,False,"{'a': 0.1, 'e': 0.9672752367202704}",30,0,-214.6843899596927,"{0: 17, 1: 2, 2: 5, 3: 3, 4: 3}",0
277,False,"{'a': 0.1, 'e': 0.9652588692822852}",30,0,-234.0793502294968,"{0: 18, 1: 3, 2: 2, 3: 3, 4: 4}",0
278,False,"{'a': 0.1, 'e': 0.9173609398782522}",20,0,-182.21577496109018,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 4}",0
279,False,"{'a': 0.1, 'e': 0.8352971803827085}",30,22,1.3286484003887038,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.1, 'e': 0.7391450412135702}",20,0,-77.06382178308414,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
281,False,"{'a': 0.1, 'e': 0.6524268151959915}",20,0,-66.2026987487844,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
282,False,"{'a': 0.1, 'e': 0.5963504417715294}",30,0,-244.03124708818626,"{0: 19, 1: 1, 2: 4, 3: 1, 4: 5}",0
283,False,"{'a': 0.1, 'e': 0.5846180724656324}",25,0,-58.65315629057873,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 1}",0
284,False,"{'a': 0.1, 'e': 0.620073194880777}",20,0,-125.31837608653599,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
285,False,"{'a': 0.1, 'e': 0.694006753810595}",20,0,-70.39183458699924,"{0: 13, 1: 1, 2: 4, 3: 2, 4: 0}",0
286,False,"{'a': 0.1, 'e': 0.7882915906248279}",25,0,-112.92823337622573,"{0: 14, 1: 4, 2: 5, 3: 1, 4: 1}",0
287,False,"{'a': 0.1, 'e': 0.8798220871407648}",20,1,-123.60251516244827,"{0: 9, 1: 2, 2: 6, 3: 1, 4: 1}",1
288,False,"{'a': 0.1, 'e': 0.9461716711765223}",20,0,-128.47365152332563,"{0: 11, 1: 1, 2: 6, 3: 0, 4: 2}",0
289,False,"{'a': 0.1, 'e': 0.9710829203132381}",25,16,-67.16943768446644,"{0: 5, 1: 0, 2: 3, 3: 0, 4: 1}",1
290,False,"{'a': 0.1, 'e': 0.9484462671741907}",25,0,-110.98574603482406,"{0: 11, 1: 6, 2: 7, 3: 1, 4: 0}",0
291,False,"{'a': 0.1, 'e': 0.8837935914171031}",25,0,-159.59079625460146,"{0: 17, 1: 0, 2: 2, 3: 4, 4: 2}",0
292,False,"{'a': 0.1, 'e': 0.7929415642377973}",20,0,-48.64255346188223,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
293,False,"{'a': 0.1, 'e': 0.6981174549069513}",25,0,-279.0589839579292,"{0: 10, 1: 4, 2: 5, 3: 1, 4: 5}",0
294,False,"{'a': 0.1, 'e': 0.6225163583114033}",35,0,-219.1903461612266,"{0: 24, 1: 1, 2: 5, 3: 0, 4: 5}",0
295,False,"{'a': 0.1, 'e': 0.5846226105212774}",25,18,-37.74745891405618,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 1}",1
296,False,"{'a': 0.1, 'e': 0.5936856139436237}",20,12,-0.3008852757247986,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
297,False,"{'a': 0.1, 'e': 0.6474573964426705}",20,0,-104.91274023149815,"{0: 10, 1: 6, 2: 1, 3: 2, 4: 1}",0
298,False,"{'a': 0.1, 'e': 0.7327453060356912}",20,0,-114.5264702695136,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
299,False,"{'a': 0.1, 'e': 0.828643955993438}",25,0,-238.82447700718916,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 5}",0
300,False,"{'a': 0.1, 'e': 0.9116546564568048}",25,0,-144.39804326393818,"{0: 16, 1: 3, 2: 3, 3: 0, 4: 3}",0
301,False,"{'a': 0.1, 'e': 0.9614386566973118}",35,19,-60.234437296885844,"{0: 9, 1: 1, 2: 5, 3: 1, 4: 0}",1
302,False,"{'a': 0.1, 'e': 0.9657956175131721}",30,0,-193.6962355083016,"{0: 15, 1: 5, 2: 6, 3: 2, 4: 2}",0
303,False,"{'a': 0.1, 'e': 0.9236486948606739}",30,0,-210.35471001263673,"{0: 18, 1: 3, 2: 5, 3: 0, 4: 4}",0
304,False,"{'a': 0.1, 'e': 0.8453058681139253}",20,0,-155.41910166515606,"{0: 9, 1: 5, 2: 2, 3: 2, 4: 2}",0
305,False,"{'a': 0.1, 'e': 0.7499340988736372}",35,0,-154.40642656595037,"{0: 21, 1: 5, 2: 7, 3: 0, 4: 2}",0
306,False,"{'a': 0.1, 'e': 0.6608652456380983}",20,0,-112.91110726240305,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
307,False,"{'a': 0.1, 'e': 0.5998833393560156}",25,0,-138.83180802348392,"{0: 18, 1: 2, 2: 2, 3: 0, 4: 3}",0
308,False,"{'a': 0.1, 'e': 0.581891960580382}",30,0,-55.431645826684296,"{0: 24, 1: 2, 2: 3, 3: 0, 4: 1}",0
309,False,"{'a': 0.1, 'e': 0.6112671178407907}",25,0,-101.81698352536674,"{0: 16, 1: 1, 2: 6, 3: 1, 4: 1}",0
310,False,"{'a': 0.1, 'e': 0.6807881304081124}",25,0,-262.0818767717882,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 5}",0
311,False,"{'a': 0.1, 'e': 0.7734077138578839}",20,15,10.384660961221789,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.1, 'e': 0.8664273484004449}",25,0,-149.20509128151969,"{0: 18, 1: 1, 2: 2, 3: 1, 4: 3}",0
313,False,"{'a': 0.1, 'e': 0.9370552628067449}",20,5,-20.47147272349116,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 0}",1
314,False,"{'a': 0.1, 'e': 0.9679861000340318}",25,0,-150.98855180625114,"{0: 14, 1: 4, 2: 3, 3: 2, 4: 2}",0
315,False,"{'a': 0.1, 'e': 0.9516363036581832}",20,0,-37.77161746928931,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
316,False,"{'a': 0.1, 'e': 0.8919986388274802}",20,0,-114.39351376078476,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
317,False,"{'a': 0.1, 'e': 0.803662334512133}",20,13,-41.84411515366877,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 1}",1
318,False,"{'a': 0.1, 'e': 0.7082393109719958}",25,0,-147.81233326821794,"{0: 14, 1: 3, 2: 5, 3: 1, 4: 2}",0
319,False,"{'a': 0.1, 'e': 0.629071922310942}",20,3,-55.600661033948654,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 1}",1
320,False,"{'a': 0.1, 'e': 0.585518165042842}",25,0,-64.45890596225021,"{0: 18, 1: 4, 2: 1, 3: 1, 4: 1}",0
321,False,"{'a': 0.1, 'e': 0.5882134763794508}",20,0,-41.65494659946863,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
322,False,"{'a': 0.1, 'e': 0.6364688782991493}",20,0,-79.06851254540923,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
323,False,"{'a': 0.1, 'e': 0.7184419856578267}",25,0,-166.05100580660965,"{0: 14, 1: 1, 2: 6, 3: 2, 4: 2}",0
324,False,"{'a': 0.1, 'e': 0.8140384410214533}",20,0,-93.89738690229615,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
325,False,"{'a': 0.1, 'e': 0.8998329126602208}",30,0,-173.4840812357421,"{0: 15, 1: 4, 2: 9, 3: 0, 4: 2}",0
326,False,"{'a': 0.1, 'e': 0.9548045303400037}",20,0,-86.81930065517673,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
327,False,"{'a': 0.1, 'e': 0.9654825003039255}",25,0,-104.21229317965995,"{0: 14, 1: 6, 2: 3, 3: 1, 4: 1}",0
328,False,"{'a': 0.1, 'e': 0.9292423249264907}",25,13,-72.47453627087113,"{0: 7, 1: 1, 2: 2, 3: 1, 4: 1}",1
329,False,"{'a': 0.1, 'e': 0.8549460628100984}",20,0,-147.72664087081137,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 3}",0
330,False,"{'a': 0.1, 'e': 0.7607704365126903}",20,0,-142.07038515168833,"{0: 11, 1: 5, 2: 1, 3: 0, 4: 3}",0
331,False,"{'a': 0.1, 'e': 0.6697550695835696}",25,0,-185.52055086046414,"{0: 15, 1: 3, 2: 3, 3: 0, 4: 4}",0
332,False,"{'a': 0.1, 'e': 0.6041611589993092}",25,19,12.876700418594174,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.1, 'e': 0.5800218805907216}",20,0,-117.69238555403095,"{0: 12, 1: 0, 2: 5, 3: 2, 4: 1}",0
334,False,"{'a': 0.1, 'e': 0.6032186012988372}",25,0,-264.18452303669676,"{0: 15, 1: 1, 2: 1, 3: 3, 4: 5}",0
335,False,"{'a': 0.1, 'e': 0.6680431638714462}",25,0,-100.02316465005673,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 2}",0
336,False,"{'a': 0.1, 'e': 0.7585976963511664}",25,0,-148.82745156571252,"{0: 15, 1: 1, 2: 6, 3: 1, 4: 2}",0
337,False,"{'a': 0.1, 'e': 0.852688672433525}",20,0,-106.88542101110185,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
338,False,"{'a': 0.1, 'e': 0.9272614030140521}",25,0,-191.7959553563056,"{0: 11, 1: 4, 2: 6, 3: 2, 4: 2}",0
339,False,"{'a': 0.1, 'e': 0.9640442241227447}",25,0,-126.80668685457718,"{0: 14, 1: 4, 2: 4, 3: 2, 4: 1}",0
340,False,"{'a': 0.1, 'e': 0.9540205861094762}",20,0,-112.35138926093612,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
341,False,"{'a': 0.1, 'e': 0.8996344760317894}",25,1,-143.79324416256296,"{0: 14, 1: 1, 2: 7, 3: 0, 4: 2}",1
342,False,"{'a': 0.1, 'e': 0.8141897337140952}",20,0,-24.363246145684464,"{0: 15, 1: 3, 2: 1, 3: 1, 4: 0}",0
343,False,"{'a': 0.1, 'e': 0.7185908955896819}",25,4,-49.55853364624046,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 1}",1
344,False,"{'a': 0.1, 'e': 0.6362239895887417}",25,0,-206.88766815468267,"{0: 14, 1: 1, 2: 4, 3: 3, 4: 3}",0
345,False,"{'a': 0.1, 'e': 0.5872308970025703}",20,3,-69.73542655748592,"{0: 12, 1: 1, 2: 2, 3: 1, 4: 1}",1
346,False,"{'a': 0.1, 'e': 0.5835790983470792}",20,0,-80.97728423831603,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
347,False,"{'a': 0.1, 'e': 0.6261336122671601}",20,0,7.848743424118412,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
348,False,"{'a': 0.1, 'e': 0.7044475303861094}",25,0,-53.65322303601912,"{0: 16, 1: 4, 2: 5, 3: 0, 4: 0}",0
349,False,"{'a': 0.1, 'e': 0.7993218640700201}",20,0,-95.47451633800152,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 2}",1
350,False,"{'a': 0.1, 'e': 0.8875074542697212}",30,0,-156.94325163219042,"{0: 15, 1: 4, 2: 9, 3: 1, 4: 1}",0
351,False,"{'a': 0.1, 'e': 0.9473974278255024}",25,0,-128.3371762163645,"{0: 16, 1: 1, 2: 6, 3: 0, 4: 2}",0
352,False,"{'a': 0.1, 'e': 0.9643164268663273}",20,0,-162.3272398423935,"{0: 10, 1: 2, 2: 5, 3: 0, 4: 3}",0
353,False,"{'a': 0.1, 'e': 0.9341118405773662}",30,0,-121.35066961412036,"{0: 19, 1: 4, 2: 4, 3: 2, 4: 1}",0
354,False,"{'a': 0.1, 'e': 0.8641682231288546}",25,0,-126.90947344125311,"{0: 14, 1: 2, 2: 7, 3: 1, 4: 1}",0
355,False,"{'a': 0.1, 'e': 0.7715970925771182}",20,5,-52.37901274797463,"{0: 12, 1: 1, 2: 0, 3: 1, 4: 1}",1
356,False,"{'a': 0.1, 'e': 0.6790458508854451}",20,0,-119.84940998103639,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
357,False,"{'a': 0.1, 'e': 0.6091523353268364}",20,0,-14.238192081728036,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
358,False,"{'a': 0.1, 'e': 0.5790028612061341}",20,0,-51.57776484461897,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
359,False,"{'a': 0.1, 'e': 0.5959504795924426}",25,0,-116.55763462795852,"{0: 16, 1: 4, 2: 3, 3: 0, 4: 2}",0
360,False,"{'a': 0.1, 'e': 0.655816898685645}",25,0,-128.94423623661328,"{0: 15, 1: 3, 2: 5, 3: 0, 4: 2}",1
361,False,"{'a': 0.1, 'e': 0.7439177613855853}",30,0,-242.31874175214932,"{0: 17, 1: 4, 2: 4, 3: 0, 4: 5}",0
362,False,"{'a': 0.1, 'e': 0.8386596956613496}",20,0,-124.67379275356274,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
363,False,"{'a': 0.1, 'e': 0.9168280117712085}",25,0,-153.2136371530805,"{0: 14, 1: 0, 2: 7, 3: 3, 4: 1}",0
364,False,"{'a': 0.1, 'e': 0.9592702165556626}",25,0,-72.05624770474314,"{0: 17, 1: 2, 2: 4, 3: 2, 4: 0}",0
365,False,"{'a': 0.1, 'e': 0.9555838838357505}",20,0,-99.4852996152824,"{0: 11, 1: 4, 2: 3, 3: 1, 4: 1}",0
366,False,"{'a': 0.1, 'e': 0.9066614518626077}",25,0,-172.59911248638406,"{0: 16, 1: 2, 2: 2, 3: 2, 4: 3}",0
367,False,"{'a': 0.1, 'e': 0.8244694017290742}",25,0,-120.79331980521405,"{0: 20, 1: 1, 2: 0, 3: 1, 4: 3}",0
368,False,"{'a': 0.1, 'e': 0.7291164499732794}",25,4,-84.15526118613815,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 1}",1
